member,organization,program,ein,amount,purpose
,".00 Funds to support the production of educational/outreach materials and the organizing of events for seniors. CD28 Northeastern Conference House Housing Development Fund Company, Inc.",,112574893,9000,".00 To provide social, educational and recreational activities such as seasonal celebrations and trips, along with transportation and supplies for Community Garden. Page 21 Appendix A: Aging Discretionary Council Member Legal Name of Organization EIN * Amount CM Purpose of Funds Fiscal Conduit FC EIN Eugene Northeastern Conference of Seventh Day Adventists Community Affairs, Inc. 020632575 * $10,000.00 Funds to provide opportunities for seniors to participate in a wide variety of indoor and outdoor enrichment activities. Garodnick Older Adults Technology Services (OATS), Inc. 550882599 * $10,000.00 Funding will support training sessions geared towards helping seniors in Council District 4 to better access and utilize technology as a resource and in their everyday life. Vacca Older Adults Technology Services (OATS), Inc. 550882599 * $5,000.00 To fund free technology-based programming, classes, workshops and special events at the Senior Planet Exploration Center, multi-week training courses delivered at neighborhood senior centers and the operation of Senior Planet. Levin Older Adults Technology Services (OATS), Inc. 550882599 * $2,500.00 Support costs for technology training workshops, classes and/or events. Johnson Older Adults Technology Services (OATS), Inc. 550882599 * $5,000.00 To introduce seniors to technology, provide basic training from email and internet to health research and accessing government services, and to offer more advanced OATS courses and events at the Senior Planet Exploration Center. Kallos Older Adults Technology Services (OATS), Inc. 550882599 * $5,000.00 To fund a free community-based programming for older adults including technology-training and certification classes, workshops & special events, where laptops and internet connections (where necessary) are brought to senior centers in Council District 5. Cornegy Older Adults Technology Services (OATS), Inc. 550882599 * $14,500.00 Funding to support technology-training classes, workshops, and special events at the Senior Planet Exploration Center, community- based programming in local neighborhood tech labs; and a range of online resources designed especially for older adults. Greenfield Older Adults Technology Services (OATS), Inc. - Digital Literacy and Technology Training for Older Adults 550882599 * $5,000.00 Funds will be used to provide OATS free technology based programming. Program services include: multi-week computer training courses delivered at neighborhood senior centers; classes, workshops and special events at the Senior Planet Exploration Center Salamanca Older Adults Technology Services (OATS), Inc. - Erma Cava Senior Center 550882599 * $10,000.00 To support Senior Tech programming and workshops at Erma Cava Senior Center. Gentile Older Adults Technology Services (OATS), Inc. - Senior Planet Exploration Center 550882599 * $4,500.00 Funding to support technology-training classes, hands-on workshops, and special events at the Senior Planet Exploration Center. Grodenchik Older Adults Technology Services (OATS), Inc. - Technology Training for Older Adults 550882599 * $5,000.00 To fund free technology-based programming for seniors in CD 23"
Treyger,Our Lady of Grace Roman Catholic Church,Golden Age Club,111694947,5000,.00 Funding to support the operating costs of programming/services and events of the senior club.
Treyger,Our Lady of Grace Roman Catholic Church,Widows Support Group,111694947,5000,".00 Funds will be used to support the operating expenses of counseling, other programming/services and events for the widows club. Johnson Penn South Social Services, Inc."
,".00 Funds will be used to support the operating expenses of counseling, other programming/services and events for the widows club. Johnson Penn South Social Services, Inc.",,133413349,10000,".00 To fund educational and exercise classes such as Music and You in which one learns about music; Indoor Gardening, where seniors who are not able to work in a traditional outdoor garden learn about plants and flowers, how to raise them and care for them. Page 22 Appendix A: Aging Discretionary Council Member Legal Name of Organization EIN * Amount CM Purpose of Funds Fiscal Conduit FC EIN Reynoso Peter Cardella Senior Citizen Center, Inc."
,".00 To fund educational and exercise classes such as Music and You in which one learns about music; Indoor Gardening, where seniors who are not able to work in a traditional outdoor garden learn about plants and flowers, how to raise them and care for them. Page 22 Appendix A: Aging Discretionary Council Member Legal Name of Organization EIN * Amount CM Purpose of Funds Fiscal Conduit FC EIN Reynoso Peter Cardella Senior Citizen Center, Inc.",,112328536,11000,".00 To support operation, maintenance and programming at multi- service senior center facility. Crowley Peter Cardella Senior Citizen Center, Inc."
,".00 To support operation, maintenance and programming at multi- service senior center facility. Crowley Peter Cardella Senior Citizen Center, Inc.",,112328536,25000,".00 Funds are to support lunch program, entitlement and benefit case assistance, info/referral services, education, recreation, health promotion, and socialization programs at PCSC Reynoso Peter Cardella Senior Citizen Center, Inc. - Meals on Wheels"
,".00 Funds are to support lunch program, entitlement and benefit case assistance, info/referral services, education, recreation, health promotion, and socialization programs at PCSC Reynoso Peter Cardella Senior Citizen Center, Inc.",Meals on Wheels,112328536,11000,".00 To support, operate and maintain a meals on wheels program serving Queens Community Districts 2 and 5. Salamanca Phipps Neighborhoods, Inc. - La Casa de Felicidad"
,".00 To support, operate and maintain a meals on wheels program serving Queens Community Districts 2 and 5. Salamanca Phipps Neighborhoods, Inc.",La Casa de Felicidad,132707665,10000,".00 Funding to support programming and activities for La Casa de Felicidad Senior Program. Mendez Phipps Neighborhoods, Inc. - Phipps NORC @ CD #2"
,".00 Funding to support programming and activities for La Casa de Felicidad Senior Program. Mendez Phipps Neighborhoods, Inc.",Phipps NORC @ CD #2,132707665,15000,".00 Funding to support programs/services including Case Management, healthcare management and assistance, Meals-on-Wheels, Shopping Assistance and Friendly Visiting. Torres Phipps Neighborhoods, Inc. - Phipps Senior Program - West Farms"
,".00 Funding to support programs/services including Case Management, healthcare management and assistance, Meals-on-Wheels, Shopping Assistance and Friendly Visiting. Torres Phipps Neighborhoods, Inc.",Phipps Senior Program - West Farms,132707665,25000,".00 Funds will support the Phipps Neighborhood Senior Program located in West Farms. Levin Polish and Slavic Center, Inc."
,".00 Funds will support the Phipps Neighborhood Senior Program located in West Farms. Levin Polish and Slavic Center, Inc.",,112285970,4500,".00 To support ESSP, which offers information, help and assistance in obtaining benefits such as SSA, SSI, Veterans Benefits, PA, Medicare Part A,B,C,D, and Unemployment benefits. Levin Polish and Slavic Center, Inc. - Krakus Senior Center"
