fiscal_year,category,initiative,award_type,member,organization,program,ein,amount,agency,purpose,confidence,name_source,absorbed_from_file,absorbed_from_line,absorbed_from_ein,disclosure_confirmed
2017,SENIOR SERVICES,Initiative,initiative_provider,,Make the Road New York,,113344389,94000,DSBS,"The Worker Cooperative Business Development initiative will support the creation of jobs in worker cooperatives by coordinating education and training resources and by providing technical, legal, and financial assistance. The initiative will fund a comprehensive citywide effort to reach cooperative entrepreneurs, provide for the start-up of new worker cooperative small businesses, and assist existing cooperatives. The initiative will offer workforce development and concrete skills for unemployed, underemployed and discouraged workers in high-needs neighborhoods.",high,council_disclosure,data/fy17/schedule_c/fy17_schedule_c_awards.csv,330,861096987,yes
2017,SENIOR SERVICES,Small Business Outreach and Assistance Program,initiative_provider,,"Manhattan Chamber of Commerce Foundation, Inc.",,134016593,77833,DSBS,"The funds will be used to carry out outreach efforts that will increase businesses access to a variety of services right at their storefront. Specific services will include pro-bono legal assistance, financing assistance, referrals to other government resources and support, and assistance with affordable healthcare enrollment opportunities.",high,council_disclosure,data/fy17/schedule_c/fy17_schedule_c_awards.csv,326,133187792,yes
2017,IMMIGRANT SERVICES,Immigrant Health Initiative,initiative_provider,,Memorial Sloan-Kettering Cancer Center,,131924236,200000,,,low,absorbed_text,data/fy17/schedule_c/fy17_schedule_c_awards.csv,188,132860703,no
2017,MENTAL HEALTH SERVICES,Services,initiative_provider,,"Mental Health Providers of Western Queens, Inc.",,112700062,60103,DOHMH,"This funding supports a range of programs and services that address the needs of individuals with chemical dependencies, developmental disabilities, and/or serious mental illnesses, as well as the needs of their families and caregivers. The funding may support medically supervised outpatient programs (MSOPs), transition management programs, Article 16 clinics, psychological clubs, recreation programs, or other behavioral health services.",high,council_disclosure,data/fy17/schedule_c/fy17_schedule_c_awards.csv,251,135596746,yes
2017,EDUCATION,Dropout Prevention and Intervention Initiative,initiative_provider,,"Mentoring USA, Inc.",,133808013,30000,DOE,"This allocation will support dropout prevention and intervention programs. Contracted providers offer a range of student support, school restructuring, and professional development services.",high,council_disclosure,data/fy17/schedule_c/fy17_schedule_c_awards.csv,80,205620848,yes
2017,CULTURAL ORGANIZATIONS,Coalition of Theaters of Color,initiative_provider,,"Mindbuilders Creative Arts, Inc.",,132988157,29800,DCLA,To support the operations and programming of various theaters and cultural organizations primarily in communities of color.,high,council_disclosure,data/fy17/schedule_c/fy17_schedule_c_awards.csv,64,132632596,yes
2017,MENTAL HEALTH SERVICES,Services,initiative_provider,,Montefiore Medical Center,,131740114,70429,DOHMH,"This funding supports a range of programs and services that address the needs of individuals with chemical dependencies, developmental disabilities, and/or serious mental illnesses, as well as the needs of their families and caregivers. The funding may support medically supervised outpatient programs (MSOPs), transition management programs, Article 16 clinics, psychological clubs, recreation programs, or other behavioral health services.",high,council_disclosure,data/fy17/schedule_c/fy17_schedule_c_awards.csv,251,135596746,yes
2017,HEALTH SERVICES,Maternal and Child Health Services,initiative_provider,,Morris Heights Health Center,,061081232,22320,DOHMH,"This funding supports a range of maternal and child health services and coordination efforts that aid expectant mothers and women of childbearing age, promoting women’s health before, during, and after pregnancy in an effort to improve maternal and child health outcomes and reduce infant mortality rates. Services may include doula care or home-visiting programs.",high,council_disclosure,data/fy17/schedule_c/fy17_schedule_c_awards.csv,109,743177454,yes
2017,HEALTH SERVICES,Maternal and Child Health Services,initiative_provider,,Mount Sinai Hospital,,131624096,123541,DOHMH,"This funding supports a range of maternal and child health services and coordination efforts that aid expectant mothers and women of childbearing age, promoting women’s health before, during, and after pregnancy in an effort to improve maternal and child health outcomes and reduce infant mortality rates. Services may include doula care or home-visiting programs.",high,council_disclosure,data/fy17/schedule_c/fy17_schedule_c_awards.csv,109,743177454,yes
2017,YOUTH SERVICES,COMPASS,initiative_provider,,NYC Mission Society,,135562301,263200,DYCD,This allocation supports programming for children in grades K-12 under the Comprehensive Afterschool System of New York City (COMPASS NYC).,high,council_disclosure,data/fy17/schedule_c/fy17_schedule_c_awards.csv,345,112799128,yes
2017,SENIOR SERVICES,Initiative,initiative_provider,,NYC Network of Worker Cooperatives (NYCNOWC),,465245034,148000,DSBS,"The Worker Cooperative Business Development initiative will support the creation of jobs in worker cooperatives by coordinating education and training resources and by providing technical, legal, and financial assistance. The initiative will fund a comprehensive citywide effort to reach cooperative entrepreneurs, provide for the start-up of new worker cooperative small businesses, and assist existing cooperatives. The initiative will offer workforce development and concrete skills for unemployed, underemployed and discouraged workers in high-needs neighborhoods.",high,council_disclosure,data/fy17/schedule_c/fy17_schedule_c_awards.csv,331,113306111,yes
2017,CULTURAL ORGANIZATIONS,Coalition of Theaters of Color,initiative_provider,,"National Asian American Theatre Company, Inc.",,133486145,14600,DCLA,To support the operations and programming of various theaters and cultural organizations primarily in communities of color.,high,council_disclosure,data/fy17/schedule_c/fy17_schedule_c_awards.csv,64,132632596,yes
2017,CULTURAL ORGANIZATIONS,Coalition of Theaters of Color,initiative_provider,,"Negro Ensemble Company, Inc.",,136216904,113200,DCLA,To support the operations and programming of various theaters and cultural organizations primarily in communities of color.,high,council_disclosure,data/fy17/schedule_c/fy17_schedule_c_awards.csv,65,132683678,yes
2017,IMMIGRANT SERVICES,Immigrant Opportunities Initiative,initiative_provider,,"Neighborhood Defender Service, Inc.",,061296692,50000,DSS/HRA,"This allocation supports funding to assist immigrant adults gain access to information and resources and to strengthen their participation in the democratic process.  Specifically, this initiative provides funding for legal services for recent immigrants to assist with applications for citizenship or permanent residency, and various other immigrant related legal services.",high,council_disclosure,data/fy17/schedule_c/fy17_schedule_c_awards.csv,202,132972415,yes
2017,HOUSING,,initiative_provider,,"Neighborhood Housing Services of Brooklyn CDC, Inc.",,471169779,29730,HPD,"The Community Consultant Contract (CCC) initiative provides funding for the front-line anti-eviction/anti-displacement services that community groups provide. When a community resident is at risk of eviction, or when a constituent needs assistance with a housing case, they call the CCC-funded specialist at their local community group. These specialists are knowledgeable about a full range of available resources and use all applicable tools to keep New York City residents in housing they can afford. This initiative allows neighborhood-based groups to provide the following core housing services: tenant organization; code enforcement advocacy; housing court assistance; apartment repossession; and other housing-related public education.",high,council_disclosure,data/fy17/schedule_c/fy17_schedule_c_awards.csv,168,133098397,yes
