fy,tier,absorbing_file,absorbing_line,absorbing_ein,absorbing_amount,absorbing_category,absorbing_initiative,absorbing_award_type,extracted_name,ein,amount,verdict,scope,n_candidates,already_in_corpus,d_organization,d_member,d_program,d_agency,d_purpose,d_source,d_status,d_fy,first_candidate_name
FY17,A,data/fy17/schedule_c/fy17_schedule_c_awards.csv,175,112435565,29730,HOUSING,,initiative_provider,"West Side Federation for Senior Supportive Housing, Inc.",132926433,29730,unique,same_fy,1,0,"West Side Federation for Senior Housing, Inc.",,,HPD,"The Community Consultant Contract (CCC) initiative provides funding for the front-line anti-eviction/anti-displacement services that community groups provide. When a community resident is at risk of eviction, or when a constituent needs assistance with a housing case, they call the CCC-funded specialist at their local community group. These specialists are knowledgeable about a full range of available resources and use all applicable tools to keep New York City residents in housing they can afford. This initiative allows neighborhood-based groups to provide the following core housing services: tenant organization; code enforcement advocacy; housing court assistance; apartment repossession; and other housing-related public education.",Community Housing Preservation Strategies,Cleared,FY17,"West Side Federation for Senior Housing, Inc."
FY17,A,data/fy17/schedule_c/fy17_schedule_c_awards.csv,180,510188251,70000,HOUSING,Stabilizing NYC,initiative_provider,"Crenulated Company LTD, The",141719016,70000,unique,same_fy,1,0,"Crenulated Company LTD, The",,,HPD,"This initiative supports a coalition of 16 not-for-profit groups that seek to combat the loss of affordable housing at the hands of predatory equity companies, and to defend low-income tenants in predatory equity building from harassment and eviction. Stabilizing NYC combines legal and organizing resources into a citywide front against predatory equity, helping tenants hold their predatory equity landlords accountable for lack of repairs, bogus evicition cases, and affirmative harassment.",Stabilizing NYC,Cleared,FY17,"Crenulated Company LTD, The"
FY17,A,data/fy17/schedule_c/fy17_schedule_c_awards.csv,181,133442022,245000,HOUSING,Stabilizing NYC,initiative_provider,"Good Old Lower East Side, Inc.",132915659,70000,unique,same_fy,1,0,"Good Old Lower East Side, Inc.",,,HPD,"This initiative supports a coalition of 16 not-for-profit groups that seek to combat the loss of affordable housing at the hands of predatory equity companies, and to defend low-income tenants in predatory equity building from harassment and eviction. Stabilizing NYC combines legal and organizing resources into a citywide front against predatory equity, helping tenants hold their predatory equity landlords accountable for lack of repairs, bogus evicition cases, and affirmative harassment.",Stabilizing NYC,Cleared,FY17,"Good Old Lower East Side, Inc."
FY17,A,data/fy17/schedule_c/fy17_schedule_c_awards.csv,181,133442022,245000,HOUSING,Stabilizing NYC,initiative_provider,"Northwest Bronx Community and Clergy Coalition, Inc.",132806160,70000,unique,same_fy,1,0,"Northwest Bronx Community and Clergy Coalition, Inc.",,,HPD,"This initiative supports a coalition of 16 not-for-profit groups that seek to combat the loss of affordable housing at the hands of predatory equity companies, and to defend low-income tenants in predatory equity building from harassment and eviction. Stabilizing NYC combines legal and organizing resources into a citywide front against predatory equity, helping tenants hold their predatory equity landlords accountable for lack of repairs, bogus evicition cases, and affirmative harassment.",Stabilizing NYC,Cleared,FY17,"Northwest Bronx Community and Clergy Coalition, Inc."
FY17,A,data/fy17/schedule_c/fy17_schedule_c_awards.csv,181,133442022,245000,HOUSING,Stabilizing NYC,initiative_provider,St. Nick's Alliance Corporation,510192170,50000,unique,same_fy,1,0,St. Nick's Alliance Corporation,,,HPD,"This initiative supports a coalition of 16 not-for-profit groups that seek to combat the loss of affordable housing at the hands of predatory equity companies, and to defend low-income tenants in predatory equity building from harassment and eviction. Stabilizing NYC combines legal and organizing resources into a citywide front against predatory equity, helping tenants hold their predatory equity landlords accountable for lack of repairs, bogus evicition cases, and affirmative harassment.",Stabilizing NYC,Cleared,FY17,St. Nick's Alliance Corporation
FY17,A,data/fy17/schedule_c/fy17_schedule_c_awards.csv,181,133442022,245000,HOUSING,Stabilizing NYC,initiative_provider,"Urban Homesteading Assistance Board, Inc.",132902798,65000,unique,same_fy,1,0,"Urban Homesteading Assistance Board, Inc.",,,HPD,"This initiative supports a coalition of 16 not-for-profit groups that seek to combat the loss of affordable housing at the hands of predatory equity companies, and to defend low-income tenants in predatory equity building from harassment and eviction. Stabilizing NYC combines legal and organizing resources into a citywide front against predatory equity, helping tenants hold their predatory equity landlords accountable for lack of repairs, bogus evicition cases, and affirmative harassment.",Stabilizing NYC,Cleared,FY17,"Urban Homesteading Assistance Board, Inc."
FY17,A,data/fy17/schedule_c/fy17_schedule_c_awards.csv,186,111733454,50000,IMMIGRANT SERVICES,Immigrant Health Initiative,initiative_provider,"Charles B. Wang Community Health Center, Inc.",132739694,75000,unique,same_fy,1,0,"Charles B. Wang Community Health Center, Inc.",,,DOHMH,This funding will focus on decreasing health disparities among foreign born New Yorkers by focusing on the following three goals: improving access to health care; addressing cultural and language barriers; and targeting resources and interventions.,Immigrant Health Initiative,Cleared,FY17,"Charles B. Wang Community Health Center, Inc."
FY17,C,data/fy17/schedule_c/fy17_schedule_c_awards.csv,187,136400434,300000,IMMIGRANT SERVICES,Immigrant Health Initiative,initiative_provider,"Children’s Health Fund, The",133468427,75000,unique,any_fy,1,0,"Children’s Health Fund, The",,Terra Firm Clinic,DOHMH,"This funding will focus on decreasing health disparities among foreign born New Yorkers by focusing on the following three goals: improving access to health care, addressing cultural and language barriers; and targeting resources and interventions.",Immigrant Health Initiative,Cleared,FY16,"Children’s Health Fund, The"
FY17,A,data/fy17/schedule_c/fy17_schedule_c_awards.csv,187,136400434,300000,IMMIGRANT SERVICES,Immigrant Health Initiative,initiative_provider,"Grameen Primacare, Inc.",463181224,50000,unique,same_fy,1,0,"Grameen Primacare, Inc.",,,DOHMH,This funding will focus on decreasing health disparities among foreign born New Yorkers by focusing on the following three goals: improving access to health care; addressing cultural and language barriers; and targeting resources and interventions.,Immigrant Health Initiative,Cleared,FY17,"Grameen Primacare, Inc."
FY17,A,data/fy17/schedule_c/fy17_schedule_c_awards.csv,188,132860703,250000,IMMIGRANT SERVICES,Immigrant Health Initiative,initiative_provider,"Institute for Family Health, The",133273402,100000,unique,same_fy,1,0,"Institute for Family Health, The",,,DOHMH,This funding will focus on decreasing health disparities among foreign born New Yorkers by focusing on the following three goals: improving access to health care; addressing cultural and language barriers; and targeting resources and interventions.,Immigrant Health Initiative,Cleared,FY17,"Institute for Family Health, The"
FY17,B,data/fy17/schedule_c/fy17_schedule_c_awards.csv,188,132860703,250000,IMMIGRANT SERVICES,Immigrant Health Initiative,initiative_provider,Make the Road New York,113344389,50000,unique_by_name,same_fy,2,0,Make the Road New York,,,,,,Cleared,FY17,Make the Road New York
